EVA_NR;DS100;IFOPT;NAME;Longitude;Latitude;Betreiber_Name
8006061;HVCH;de:03460:93151;Vechta;8,280367;52,728904;DB Station und Service AG
8006062;AVLS;de:02000:54950;Hamburg-Veddel;10,013313;53,521703;DB Station und Service AG
8006064;EVLR;de:05158:10094;Velbert Rosenhügel;7,101725;51,300124;DB Station und Service AG
8006065;NVE;de:09679:2171;Veitshöchheim;9,876196;49,831432;DB Station und Service AG
8006067;NVN;de:09574:7940;Velden(b Hersbruck);11,518333;49,610808;DB Station und Service AG
8006068;FVOE;de:06633:209753;Vellmar-Osterberg/EKZ;9,460796;51,35426;DB Station und Service AG
8006076;HV;de:03361:93627;Verden(Aller);9,237855;52,920818;DB Station und Service AG
8006078;HVWH;de:06633:203903;Vernawahlshausen;9,614442;51,629529;DB Station und Service AG
8006079;KVET;de:05358:6074;Vettweiß;6,602616;50,743072;Rurtalbahn GmbH
8006082;FVI;de:06635:209765;Frankenberg-Viermünden;8,83307;51,100937;DB RegioNetz Infrastruktur GmbH
8006083;FVR;de:06533:11113;Villmar;8,186885;50,39562;DB Station und Service AG
8006084;MVSB;de:09274:3100;Vilsbiburg;12,3475;48,447384;DB RegioNetz Infrastruktur GmbH
8006085;NVK;de:09371:19300;Vilseck;11,801058;49,615629;DB Station und Service AG
8006086;NVI;de:09275:4200;Vilshofen(Niederbay);13,190867;48,629551;DB Station und Service AG
8006089;HVIN;de:03241:4121;Hannover-Vinnhorst;9,707729;52,424043;DB Station und Service AG
8006090;HVIS;de:03357:94171;Visselhövede;9,566642;52,980059;DB Station und Service AG
8006091;HVLO;de:05758:4907;Vlotho;8,86419;52,1718;DB Station und Service AG
8006093;FTHA;de:06635:205601;Vöhl-Thalitter;8,895033;51,217442;DB RegioNetz Infrastruktur GmbH
8006094;MVRN;de:09775:4202;Vöhringen;10,083628;48,279088;DB Station und Service AG
8006095;HVOE;de:03157:8146;Vöhrum;10,167325;52,335731;DB Station und Service AG
8006098;EVD;de:05170:36966;Voerde(Niederrhein);6,688813;51,597541;DB Station und Service AG
8006100;SVO;de:07312:8126;Vogelweh;7,706011;49,438535;DB Station und Service AG
8006101;MVG;de:09186:9025;Vohburg;11,60735;48,739125;DB Station und Service AG
8006104;HVOL;de:03252:5320;Voldagsen;9,582677;52,101681;DB Station und Service AG
8006107;FVA;de:06635:205626;Volkmarsen;9,117226;51,407567;DB RegioNetz Infrastruktur GmbH
8006109;EVOK;de:05962:3024;Volkringhausen;7,872214;51,359889;DB Station und Service AG
8006112;HVOP;de:03155:94547;Volpriehausen;9,737822;51,660967;DB Station und Service AG
8006116;HVHP;de:03151:1022;Vorhop;10,656384;52,64804;DB Station und Service AG
8006117;EVRD;de:05970:10758;Vormwald;8,143094;50,980421;DB Station und Service AG
8006118;EVRO;de:05970:10759;Vormwald Dorf;8,127215;50,989929;DB Station und Service AG
8006120;NV;de:09574:7950;Vorra(Pegnitz);11,4932942;49,5626732;DB Station und Service AG
8006125;RWCH;de:07332:3895;Wachenheim(Pfalz);8,191152;49,4393;DB Station und Service AG
8006126;FWAM;de:07331:3908;Wachenheim-Mölsheim;8,168439;49,635362;Donnersberg-Touristik-Verband e.V.
8006131;MWAE;de:09184:2230;Wächterhof;11,712731;48,033567;DB Station und Service AG
8006132;FWAE;de:06435:11055;Wächtersbach;9,295828;50,253958;DB Station und Service AG
8006134;NWAF;de:09372:2809;Waffenbrunn;12,675032;49,261541;DB Station und Service AG
8006135;TWHF;de:08127:20732;Wackershofen;9,697115;49,137249;DB Station und Service AG
8006136;FWFK;de:07315:8012;Waggonfabrik;8,235108;50,014915;DB Station und Service AG
8006137;RWG;de:08215:32509;Waghäusel;8,508313;49,248186;DB Station und Service AG
8006138;MWGN;de:09189:90039;Waging;12,727085;47,931617;DB RegioNetz Infrastruktur GmbH
8006139;EWAL;de:05970:10892;Wahlbach(Kr Siegen);8,053783;50,758416;DB Station und Service AG
8006144;HWAZ;de:03151:1030;Wahrenholz;10,606954;52,608002;DB Station und Service AG
8006145;TWAL;de:08127:27531;Wallhausen(Württ);10,063117;49,209151;DB RegioNetz Infrastruktur GmbH
8006147;NWA;de:09678:75006;Waigolshausen;10,116027;49,967293;DB Station und Service AG
8006148;AWK;de:01060:37977;Wakendorf;10,365956;53,866266;DB Station und Service AG
8006154;TWG;de:08126:11951;Waldenburg(Württ);9,658699;49,202537;DB Station und Service AG
8006155;NWDH;de:09377:15890;Waldershof;12,057267;49,98272;DB Station und Service AG
8006156;SWAB;de:07340:8142;Waldfischbach;7,652035;49,288555;DB Station und Service AG
8006157;TWY;de:08136:7031;Waldhausen(b Schorndorf);9,637927;48,789185;DB Station und Service AG
8006159;RWA;de:08316:6530;Waldkirch;7,957245;48,095691;DB Station und Service AG
8006160;NWKN;de:09272:4997;Waldkirchen(Niederbay.);13,60658;48,737164;Ilztalbahn GmbH
8006163;NWLM;de:09372:2957;Waldmünchen;12,696007;49,377886;DB Station und Service AG
8006164;MWKG;de:09183:80508;Waldkraiburg-Kraiburg;12,408022;48,202953;DB RegioNetz Infrastruktur GmbH
8006167;RWU,RWU S;de:08337:6575;Waldshut;8,219526;47,621368;DB Station und Service AG
8006170;SWL;de:10046:8006170;Walhausen(Saar);7,129374;49,5588;DB Station und Service AG
8006171;TWH;de:08118:5785;Walheim(Württ);9,152118;49,010941;DB Station und Service AG
8006172;HWKD;de:03156:95568;Walkenried;10,608814;51,584876;DB Station und Service AG
8006175;FWF;de:06433:2802;Walldorf(Hess);8,580811;50,001339;DB Station und Service AG
8006176;RWDN;de:08225:6573;Walldürn;9,367542;49,578023;DB RegioNetz Infrastruktur GmbH
8006181;NWLD;de:09279:2696;Wallersdorf;12,743464;48,740644;DB Station und Service AG
8006183;FWAH;de:07331:8002;Wallertheim;8,049458;49,832648;DB Station und Service AG
8006184;MWHN;de:09181:508;Walleshausen;10,980995;48,150218;DB Station und Service AG
8006189;MHSN;de:09174:6810;Hebertshausen;11,455487;48,291106;DB Station und Service AG
8006190;MWKN;de:09177:9950;Walpertskirchen;11,970421;48,260872;DB Station und Service AG
8006191;KWAP;de:07131:080071;Walporzheim;7,07847834;50,5325118;DB Station und Service AG
8006193;HWSR;de:03358:95752;Walsrode;9,600906;52,864855;DB Station und Service AG
8006194;EEHT;de:05113:9703;Essen-Horst;7,102741;51,431214;DB Station und Service AG
8006197;AOW;de:02000:8006197;Hamburg-Tonndorf;10,12305;53,586385;DB Station und Service AG
8006198;AWCH;de:02000:60951;Hamburg Wandsbeker Chaussee;10,059975;53,569734;DB Station und Service AG
8006200;TWW;de:08436:9002;Wangen(Allgäu);9,830573;47,689227;DB Station und Service AG
8006203;TWAN;de:08415:22003;Wannweil;9,150449;48,512315;DB Station und Service AG
8006206;EWAF;de:05570:14534;Warendorf;7,984464;51,950091;DB Station und Service AG
8006207;EWEM;de:05570:68070;Warendorf-Einen-Müssingen;7,894774;51,9614;DB Station und Service AG
8006210;MWGU;de:09182:90187;Warngau;11,709472;47,83357;DB Station und Service AG
8006212;TWV,TWVH;de:08426:6650;Warthausen;9,801661;48,129915;DB Station und Service AG
8006213;AWA;de:01058:96398;Wasbek;9,898016;54,075581;DB Station und Service AG
8006215;RWR;de:08315:6534;Wasenweiler;7,686813;48,046587;DB Station und Service AG
8006217;TWA;de:08136:1906;Wasseralfingen;10,103645;48,858615;DB Station und Service AG
8006218;MWBG;de:09776:1824;Wasserburg(Bodensee);9,639064;47,571903;DB Station und Service AG
8006219;MWSG;de:09774:2940;Wasserburg(Günz);10,269707;48,438377;DB Station und Service AG
8006220;MWSB;de:09187:90025;Wasserburg(Inn)Bf;12,18523;48,061563;DB RegioNetz Infrastruktur GmbH
8006222;SWAS;de:07235:10979;Wasserliesch;6,537216;49,708467;DB Station und Service AG
8006224;MWAS;de:09176:9026;Wasserzell(b Eichstätt);11,16797;48,875347;DB Station und Service AG
8006226;EWAT;de:05911:5503;Wattenscheid;7,139521;51,473214;DB Station und Service AG
8006227;EWHP;de:05911:5504;Wattenscheid-Höntrop;7,153535;51,459894;DB Station und Service AG
8006229;FWST;de:06531:11137;Watzenborn-Steinberg;8,723435;50,5455;DB Station und Service AG
8006232;FWCK;de:06440:11156;Weckesheim;8,843673;50,359559;DB Station und Service AG
8006233;HWED;de:03158:444;Weddel(Braunschw);10,623494;52,269118;DB Station und Service AG
8006236;AWL;de:01056:85950;Wedel(Holst);9,705161;53,581995;DB Station und Service AG
8006237;HWEE;de:03457:96663;Weener;7,343095;53,163271;DB Station und Service AG
8006240;KWEE;de:05154:35896;Weeze;6,197976;51,624294;DB Station und Service AG
8006241;FWGA;de:06635:205089;Wega;9,175551;51,128192;DB RegioNetz Infrastruktur GmbH
8006243;KWEG;de:05370:6340;Wegberg;6,281289;51,145179;DB Station und Service AG
8006252;SWE;de:07235:7479;Wehr(Mosel);6,376822;49,586464;DB Station und Service AG
8006255;MWBH;de:09189:90202;Weibhausen;12,692476;47,898573;DB RegioNetz Infrastruktur GmbH
8006256;MWEI;de:09185:8708;Weichering;11,330409;48,720645;DB Station und Service AG
8006257;NWGR;de:09677:75207;Weickersgrüben;9,782546;50,107067;DB Station und Service AG
8006258;MWDB;de:09183:6608;Weidenbach;12,347317;48,254124;DB Station und Service AG
8006259;NWBE;de:09472:22750;Weidenberg;11,723267;49,943612;Deutsche Regionaleisenbahn GmbH
8006261;RWD;de:07332:4065;Weidenthal;7,994912;49,417494;DB Station und Service AG
8006264;NWDG;de:09372:3152;Weiding;12,776995;49,255722;DB Station und Service AG
8006266;NWHR;de:09374:80781;Weiherhammer;12,061829;49,631253;DB Station und Service AG
8006267;NWHF;de:09573:5580;Weiherhof;10,928488;49,459926;DB Station und Service AG
8006268;TSWF;de:08111:2270;Weilimdorf;9,094328;48,82208;DB Station und Service AG
8006269;TWM;de:08128:13209;Weikersheim;9,905718;49,478463;DB RegioNetz Infrastruktur GmbH
8006270;HWUE;de:03458:102465;Wüsting;8,337248;53,118123;DB Station und Service AG
8006271;TW;de:08115:1303;Weil der Stadt;8,872806;48,755483;DB Station und Service AG
8006272;RW;de:08336:6639;Weil am Rhein;7,608419;47,593973;DB Station und Service AG
8006273;RWEI;de:08336:6684;Weil am Rhein Ost;7,63478;47,590629;DB Station und Service AG
8006274;NWE;de:09676:1806;Weilbach(Unterfr);9,213165;49,668683;DB RegioNetz Infrastruktur GmbH
8006277;TWEL;de:08119:1704;Weiler(Rems);9,501991;48,800301;DB Station und Service AG
8006279;MWLB;de:09778:2928;Weilbach(Unterallg);10,429623;48,125996;DB Station und Service AG
8006280;KWES;de:05366:71101;Weilerswist;6,845078;50,750293;DB Station und Service AG
8006281;TWLH;de:08327:1869;Weilheim(Württ);8,775956;48,025106;DB Station und Service AG
8006286;FWEI;de:06633:203002;Ahnatal-Weimar;9,391588;51,363629;DB RegioNetz Infrastruktur GmbH
8006287;RWGT;de:08215:1853;Weingarten(Baden);8,521224;49,059101;Albtal-Verkehrs-Gesellschaft mbH
8006289;TWR;de:08125:4344;Weinsberg;9,287024;49,147997;DB Station und Service AG
8006290;TWRW;de:08125:1939;Weinsberg West;9,273139;49,151162;DB Station und Service AG
8006291;RWSB;de:08216:34768;Weisenbach;8,355263;48,727532;Albtal-Verkehrs-Gesellschaft mbH
8006292;RWSS;de:07332:4205;Weisenheim(Sand);8,249874;49,513931;DB Station und Service AG
8006293;FWEK;de:06438:4640;Rodgau-Weiskirchen;8,877828;50,052573;DB Station und Service AG
8006294;TELI;de:08125:1598;Weinsberg/Ellhofen Gewerbegebiet;9,305552;49,148758;DB Station und Service AG
8006296;TWSN;de:08436:8121;Weißenau;9,594383;47,765975;DB Station und Service AG
8006298;NWG;de:09577:16000;Weißenburg(Bay);10,96539;49,029673;DB Station und Service AG
8006299;MWSH;de:09775:4642;Weißenhorn;10,153157;48,305795;SWU Verkehr GmbH
8006300;NWEO;de:09474:9870;Weißenohe;11,249367;49,6292892;DB Station und Service AG
8006303;KWEH;de:07137:030038;Weißenthurm;7,450988;50,421177;DB Station und Service AG
8006304;FWN;de:06434:2330;OberurselWeißkirchen/Steinbach;8,586918;50,173246;DB Station und Service AG
8006305;MAES;de:09775:4639;Weißenhorn-Eschach;10,135093;48,300999;SWU Verkehr GmbH
8006306;FWI;de:06432:11327;Weiterstadt;8,579385;49,909706;DB Station und Service AG
8006309;MWZH;de:09777:1343;Weizern-Hopferau;10,62046;47,614593;DB Station und Service AG
8006312;FWZ;de:07339:8005;Welgesheim-Zotzenheim;7,956653;49,878575;DB Station und Service AG
8006313;FWES;de:06631:11065;Welkers;9,722538;50,480996;DB Station und Service AG
8006315;SWN;de:07235:7518;Wellen(Mosel);6,441322;49,67266;DB Station und Service AG
8006316;HWLL;de:03459:42481;Wellendorf;8,140157;52,181173;Verkehrsgesellschaft Landkreis Osnabrück GmbH
8006319;AWBS;de:02000:71952;Hamburg-Wellingsbüttel;10,082825;53,641327;DB Station und Service AG
8006320;EWSE;de:05966:10767;Welschen Ennest;8,00361;51,04197;DB Station und Service AG
8006321;RWEL;de:08335:6564;Welschingen-Neuhausen;8,769216;47,83403;DB Station und Service AG
8006323;EWVE;de:05974:12909;Welver;7,956653;51,616253;DB Station und Service AG
8006330;AWE;de:03355:8006330;Wendisch Evern;10,462781;53,217641;DB Station und Service AG
8006331;TWD;de:08116:4257;Wendlingen(Neckar);9,373011;48,672961;DB Station und Service AG
8006336;HWSN;de:03241:5782;Wennigsen(Deister);9,572167;52,279628;DB Station und Service AG
8006339;EWHL;de:05962:3200;Werdohl;7,757544;51,259485;DB Station und Service AG
8006340;FWDF;de:06532:11012;Werdorf;8,417191;50,59289;DB Station und Service AG
8006342;EWER;de:05974:11303;Werl;7,914136;51,558073;DB Station und Service AG
8006346;TWER;de:08116:4241;Wernau(Neckar);9,413898;48,694247;DB Station und Service AG
8006347;NWRB;de:09376:7385;Wernberg;12,146226;49,538931;DB Station und Service AG
8006348;EWRN;de:05978:60001;Werne a d Lippe;7,622934;51,66925;DB Station und Service AG
8006349;NWFH;de:09677:75205;Wernfeld;9,725529;50,026065;DB Station und Service AG
8006353;MWHA;de:09780:896;Wertach-Haslach;10,4602504;47,6289151;DB Station und Service AG
8006354;TWTB;de:08128:13591;Wertheim-Bestenheid;9,499932;49,786182;DB RegioNetz Infrastruktur GmbH
8006356;EWFK;de:05170:36206;Wesel Feldmark;6,616308;51,676658;DB Station und Service AG
8006357;AWBU;de:01051:98211;Wesselburen;8,932718;54,207179;DB Station und Service AG
8006358;HWES;de:03254:21827;Wesseln;10,034206;52,081543;DB Station und Service AG
8006359;MWS;de:09188:5380;Weßling(Oberbay);11,251768;48,077374;DB Station und Service AG
8006360;EWBH;de:05754:6281;Westbarthausen;8,232642;52,096975;DB Station und Service AG
8006361;EWBV;de:05570:31378;Westbevern;7,743702;52,030984;DB Station und Service AG
8006363;MWDF;de:09772:4450;Westendorf;10,84337;48,571845;DB Station und Service AG
8006366;MWM;de:09187:90020;Westerham;11,828482;47,903892;DB Station und Service AG
8006367;HWTH;de:03459:98401;Westerhausen;8,278625;52,236324;DB Station und Service AG
8006369;AWLA;de:01054:98523;Westerland(Sylt);8,310925;54,906839;DB Station und Service AG
8006373;TWSH;de:08425:2470;Westerstetten;9,949281;48,520195;DB Station und Service AG
8006376;TWX;de:08136:5817;Westhausen;10,183653;48,881409;DB Station und Service AG
8006378;MWHS;de:09772:5050;Westheim(Schwab);10,818233;48,385991;DB Station und Service AG
8006379;EWSM;de:05958:35292;Westheim(Westf);8,910255;51,494589;DB Station und Service AG
8006380;NWL;de:09672:75195;Westheim-Langendorf;9,932748;50,125775;DB Station und Service AG
8006383;EWN;de:05974:6058;Westönnen;7,960952;51,557529;DB Station und Service AG
8006385;FWT;de:06534:11087;Wetter(Hessen);8,729147;50,903715;DB RegioNetz Infrastruktur GmbH
8006386;EWET;de:05954:8080;Wetter(Ruhr);7,385915;51,386413;DB Station und Service AG
8006389;EWIC;de:05974:11078;Wickede(Ruhr);7,869713;51,493201;DB Station und Service AG
8006390;NWK;de:09571:13270;Wicklesgreuth;10,71145;49,310689;DB Station und Service AG
8006391;KWIC;de:05116:23860;Wickrath;6,411505;51,13277;DB Station und Service AG
8006392;SWK;de:10043:8006392;Wiebelskirchen;7,175665;49,371135;DB Station und Service AG
8006401;FWRA;de:06634:219697;Schwalmstadt-Wiera;9,136421;50,881937;DB Station und Service AG
8006402;HWRN;de:03360:99266;Wieren;10,655847;52,892588;DB Station und Service AG
8006403;NWU;de:09377:7102;Wiesau(Oberpf);12,191288;49,911013;DB Station und Service AG
8006404;FWO;de:06414:6906;Wiesbaden Ost;8,256293;50,041412;DB Station und Service AG
8006407;FWE;de:06414:11325;Wiesbaden-Erbenheim;8,295044;50,054411;DB Station und Service AG
8006408;FWIG;de:06414:11324;Wiesbaden-Igstadt;8,325635;50,08258;DB Station und Service AG
8006409;FWS;de:06414:11154;Wiesbaden-Schierstein;8,194603;50,04759;DB Station und Service AG
8006413;FWIF;de:06635:219683;Wiesenfeld;8,749376;51,007519;DB RegioNetz Infrastruktur GmbH
8006414;NWDC;de:09473:75252;Wiesenfeld(b Coburg);10,911754;50,301555;DB Station und Service AG
8006416;TWID;de:08125:1565;Wieslensdorf;9,422118;49,149785;DB Station und Service AG
8006417;RWI;de:08215:32584;Wiesental;8,50239;49,225458;DB Station und Service AG
8006418;NWIE;de:09474:9880;Wiesenthau;11,1271977;49,7136512;DB Station und Service AG
8006421;RWS;de:08226:4252;Wiesloch-Walldorf;8,664146;49,291353;DB Station und Service AG
8006422;MWSL;de:09189:41119;Tittmoning-Wiesmühl;12,744898;48,023909;DB RegioNetz Infrastruktur GmbH
8006423;MWSM;de:09189:41089;Wiesmühl(Alz);12,564312;48,105999;DB RegioNetz Infrastruktur GmbH
8006426;NWI;de:09677:28530;Wiesthal;9,441051;50,016833;DB Station und Service AG
8006430;RWIN;ch:23017:53215;Wilchingen-Hallau;8,46386;47,679448;Schweizerischen Bundesbahnen
8006431;TWB;de:08235:8960;Bad Wildbad Bf;8,551089;48,755718;Albtal-Verkehrs-Gesellschaft mbH
8006432;TWIB;de:08235:9050;Wildberg(Württ);8,742947;48,62528;DB Station und Service AG
8006436;HWIH;de:03458:99578;Wildeshausen;8,431422;52,89782;DB Station und Service AG
8006440;TWL;de:08236:1794;Wilferdingen-Singen;8,572415;48,953862;DB Station und Service AG
8006441;RWSW;de:07340:8056;Wilgartswiesen;7,883823;49,209434;DB Station und Service AG
8006445;HW;de:03405:99737;Wilhelmshaven Hbf;8,114901;53,518795;DB Station und Service AG
8006446;FWUE;de:06534:11089;Wilhelmshütte(Lahn);8,550882;50,868143;DB RegioNetz Infrastruktur GmbH
8006448;NWHD;de:09573:5400;Wilhermsdorf;10,7252419;49,4833981;DB Station und Service AG
8006449;HWBD;de:05762:9892;Willebadessen;9,011652;51,621757;DB Station und Service AG
8006453;FWLN;de:06635:205718;Willingen;8,603635;51,293342;DB RegioNetz Infrastruktur GmbH
8006454;FWLM;de:07143:040019;Willmenrod;7,985758;50,539329;DB Station und Service AG
8006455;NWIG;de:09372:3211;Willmering;12,670073;49,246573;DB Station und Service AG
8006456;TWLB;de:08125:2017;Willsbach;9,358868;49,142422;DB Station und Service AG
8006459;FWTH;de:06533:11017;Wilsenroth;8,032791;50,531112;DB Station und Service AG
8006460;AWIR;de:01061:100055;Wilster;9,383456;53,926228;DB Station und Service AG
8006461;SWIG;de:07235:10989;Wiltingen(Saar);6,590462;49,662641;DB Station und Service AG
8006463;SWIN;de:07235:7526;Wincheringen;6,40684247;49,6087425;DB Station und Service AG
8006465;FWIN;de:06435:4545;Nidderau-Windecken;8,876069;50,225056;DB Station und Service AG
8006466;EWIL;de:05711:9042;Windelsbleiche;8,531378;51,957007;DB Station und Service AG
8006468;RWND;de:07334:35000;Winden(Pfalz);8,122479;49,095452;DB Station und Service AG
8006472;NWB;de:09374:80780;Windischeschenbach;12,16517;49,794747;DB Station und Service AG
8006473;NWIN;de:09571:13800;Windsbach;10,825716;49,249694;DB Station und Service AG
8006475;AWG;de:03352:100197;Wingst;9,098158;53,745047;DB Station und Service AG
8006476;NWKH;de:09574:7970;Winkelhaid;11,301035;49,392946;DB Station und Service AG
8006479;TWI;de:08119:7605;Winnenden;9,39229;48,879583;DB Station und Service AG
8006481;SWI;de:07137:030035;Winningen(Mosel);7,523208;50,315424;DB Station und Service AG
8006482;HWIN;de:03241:7336;Winninghausen;9,436305;52,323325;DB Station und Service AG
8006483;SWNW;de:07333:9075;Winnweiler;7,855955;49,570548;DB Station und Service AG
8006484;AWI;de:03353:8006484;Winsen(Luhe);10,207691;53,353839;DB Station und Service AG
8006485;TWIN;de:08119:1705;Winterbach(b Schorndorf);9,480994;48,798432;DB Station und Service AG
8006486;EWTB;de:05958:12104;Winterberg(Westf);8,532408;51,198585;DB Station und Service AG
8006488;NWN;de:09679:5050;Winterhausen;10,0118816;49,7083751;DB Station und Service AG
8006489;AWIM;de:03358:100494;Wintermoor;9,828536;53,186138;DB Station und Service AG
8006493;MWIT;de:09775:4167;Witzighausen;10,097804;48,317443;SWU Verkehr GmbH
8006498;KWIR;de:07143:040002;Wirges;7,78521;50,468396;DB Station und Service AG
8006499;FWIR;de:06435:11056;Wirtheim;9,258929;50,225784;DB Station und Service AG
8006501;EWIN;de:07132:090581;Wissen(Sieg);7,739814;50,782871;DB Station und Service AG
8006503;HWIS;de:03459:100649;Wissingen;8,205047;52,258211;DB Station und Service AG
8006505;EWIK;de:05954:2436;Wittbräucke;7,44591;51,420173;DB Station und Service AG
8006508;RMHH;de:08222:2416;Mannheim Handelshafen;8,453917;49,492623;DB Station und Service AG
8006509;RMLB;de:08222:2386;Mannheim-Luzenberg;8,477775;49,517201;DB Station und Service AG
8006510;EWIA;de:05954:5372;Witten-Annen Nord;7,375337;51,44784;DB Station und Service AG
8006511;RMNS;de:08222:2446;Mannheim-Neckarstadt;8,459566;49,503633;DB Station und Service AG
8006513;TSUN;de:08111:6008;Stuttgart Universität;9,105398;48,745837;DB Station und Service AG
8006514;EEHH;de:05113:9686;Essen-Holthausen;7,072649;51,417711;DB Station und Service AG
8006516;KWIS;de:05382:53901;Alfter-Witterschlick;7,026083;50,689698;DB Station und Service AG
8006517;TWIT;de:08128:13702;Wittighausen;9,846243;49,618406;DB Station und Service AG
8006520;HWTM;de:03462:100862;Wittmund;7,788826;53,579868;DB Station und Service AG
8006524;FWZN;de:06636:206454;Witzenhausen Nord;9,863079;51,351556;DB Station und Service AG
8006527;AWRT;de:01054:100922;Witzwort;8,998558;54,386097;DB Station und Service AG
8006528;FWX;de:06411:4732;Darmstadt-Wixhausen;8,64805073;49,9308662;DB Station und Service AG
8006529;FWOE;de:06440:11446;Wölfersheim-Södel;8,81622;50,397335;DB Station und Service AG
8006531;RWRZ;de:07334:1741;Wörth(Rhein) Zügelstraße;8,262363;49,052992;DB Station und Service AG
8006533;MWNS;de:09779:4500;Wörnitzstein;10,714478;48,731977;DB Station und Service AG
8006534;FWRR;de:07331:8006;Wörrstadt;8,114712;49,846251;DB Station und Service AG
8006535;FWOD;de:06439:11201;Wörsdorf;8,249323;50,244752;DB Station und Service AG
8006536;RWRD;de:07334:1740;Wörth(Rhein) Mozartstraße;8,251944;49,055109;DB Station und Service AG
8006537;MWTI;de:09274:10543;Wörth(Isar);12,332925;48,624182;DB Station und Service AG
8006538;NWOE;de:09676:1005;Wörth(Main);9,15696;49,793465;DB RegioNetz Infrastruktur GmbH
8006539;RWSN;de:08215:1541;Wössingen;8,605129;49,015508;Albtal-Verkehrs-Gesellschaft mbH
8006541;AWLF;de:01053:25952;Wohltorf;10,278184;53,520589;DB Station und Service AG
8006544;RWO;de:08317:18010;Wolfach;8,221849;48,293665;DB Station und Service AG
8006545;TWO;de:08436:32006;Wolfegg;9,808665;47,824264;DB Station und Service AG
8006546;FWON;de:06634:209651;Felsberg-Wolfershausen;9,45006;51,186552;DB Station und Service AG
8006548;FWFG;de:06435:11063;Wolfgang(Kr Hanau);8,957469;50,123107;DB Station und Service AG
8006549;FWFH;de:06633:203931;Wolfhagen;9,17862;51,331695;DB RegioNetz Infrastruktur GmbH
8006550;MWO;de:09173:4760;Wolfratshausen;11,427201;47,914424;DB Station und Service AG
8006552;HWOB;de:03103:2015;Wolfsburg Hbf;10,787784;52,429498;DB Station und Service AG
8006554;NWM;de:09677:75220;Wolfsmünster;9,734893;50,094508;DB Station und Service AG
8006555;SWFS;de:07336:8030;Wolfstein;7,610287;49,58428;DB Station und Service AG
8006559;AWOL;de:03358:101450;Wolterdingen(Han);9,84527349;53,0269419;DB Station und Service AG
8006561;HWWI;de:03157:8206;Woltwiesche;10,278999;52,200754;DB Station und Service AG
8006570;AWRE;de:03352:101780;Wremen;8,521275;53,646987;DB Station und Service AG
8006572;AWST;de:01061:101825;Wrist;9,748128;53,932382;DB Station und Service AG
8006575;EWAP;de:05158:11724;Wülfrath-Aprath;7,072023;51,267886;DB Station und Service AG
8006577;EWGD;de:05970:10798;Würgendorf;8,141766;50,760013;DB Station und Service AG
8006578;EWGT;de:05970:10799;Würgendorf (Ort);8,126875;50,756916;DB Station und Service AG
8006581;SWB;de:10045:8006581;Würzbach(Saar);7,193441;49,244182;DB Station und Service AG
8006582;NWS;de:09663:54;Würzburg Süd;9,943503;49,788193;DB Station und Service AG
8006586;NWZ;de:09663:2157;Würzburg-Zell;9,884593;49,804938;DB Station und Service AG
8006588;NWBZ;de:09475:9055;Wüstenselbitz;11,709552;50,218424;DB Station und Service AG
8006590;EWUF;de:05562:3999;Wulfen(Westf);7,011578;51,719189;DB Station und Service AG
8006592;HWUL;de:03156:10012;Wulften;10,176026;51,659403;DB Station und Service AG
8006595;MWUH;de:09775:4156;Wullenstetten;10,071331;48,31398;SWU Verkehr GmbH
8006596;KWBA;de:05124:11130;Wuppertal-Barmen;7,195159;51,266972;DB Station und Service AG
8006607;KWLP;de:05124:11594;Wuppertal-Langerfeld;7,242298;51,277866;DB Station und Service AG
8006616;KWRO;de:05124:11531;Wuppertal-Ronsdorf;7,2156;51,226476;DB Station und Service AG
8006618;KWSO;de:05124:11313;Wuppertal-Sonnborn;7,096575;51,240584;DB Station und Service AG
8006619;KWS;de:05124:11396;Wuppertal-Steinbeck;7,14063;51,250679;DB Station und Service AG
8006620;KWU;de:05124:11524;Wuppertal-Unterbarmen;7,171212;51,258929;DB Station und Service AG
8006623;KWZ;de:05124:11151;Wuppertal-Zoologischer Garten;7,10702;51,243469;DB Station und Service AG
8006624;NWLZ;de:09475:9307;Wurlitz;11,99001;50,253194;DB Station und Service AG
8006625;TWUM;de:08327:1896;Wurmlingen Mitte;8,777842;48,001755;DB Station und Service AG
8006626;TWUN;de:08327:2017;Wurmlingen Nord;8,775387;48,008528;DB Station und Service AG
8006627;SWU;de:10043:8006627;Wustweiler;7,034824;49,398897;DB Station und Service AG
8006628;RWUT;de:08337:6762;Wutöschingen;8,363654;47,662088;Bahnbetriebe Blumberg GmbH & Co.KG
8006629;RWY;de:08336:6605;Wyhlen;7,690918;47,546328;DB Station und Service AG
8006630;KX;de:05170:37032;Xanten;6,445287;51,65967;DB Station und Service AG
8006633;RZA;de:08215:32618;Zaisenhausen;8,816664;49,104757;Albtal-Verkehrs-Gesellschaft mbH
8006634;NZA;de:09471:21900;Zapfendorf;10,929894;50,018291;DB Station und Service AG
8006635;NZ;de:09674:75254;Zeil;10,598519;50,005142;DB Station und Service AG
8006641;RZ;de:08336:6599;Zell(Wiesental);7,849149;47,705626;DB Station und Service AG
8006642;TEZL;de:08116:1803;Esslingen-Zell;9,359389;48,724328;DB Station und Service AG
8006643;FZK;de:06437:11233;Bad König Zell;8,994116;49,720326;DB Station und Service AG
