EVA_NR;DS100;IFOPT;NAME;Longitude;Latitude;Betreiber_Name
8002341;NG;de:09677:28306;Gräfendorf;9,737162;50,118279;DB Station und Service AG
8002342;FGRK;de:06533:11117;Gräveneck;8,250757;50,451905;DB Station und Service AG
8002343;MGRA;de:09180:10100;Grafenaschau;11,1374;47,667029;DB Station und Service AG
8002344;NGFU;de:09272:5047;Grafenau;13,393327;48,856168;DB Station und Service AG
8002345;RGNN;de:08215:32591;Graben-Neudorf Nord;8,494096;49,177958;DB Station und Service AG
8002346;MGRL;de:09772:7500;Graben(Lechfeld)Gewerbepark;10,852411;48,199148;DB Station und Service AG
8002347;MGB;de:09175:4050;Grafing Bahnhof;11,940423;48,043226;DB Station und Service AG
8002348;MGRS;de:09175:4060;Grafing Stadt;11,962758;48,047217;DB Station und Service AG
8002349;NGFA;de:09271:80587;Grafling-Arzting;12,973322;48,889645;DB Station und Service AG
8002351;MGF;de:09179:6220;Grafrath;11,153259;48,132096;DB Station und Service AG
8002358;FGSN;de:06633:203338;Grebenstein;9,420533;51,447238;DB Station und Service AG
8002365;RGRZ;de:08336:6604;Grenzach;7,659506;47,5509;DB Station und Service AG
8002369;EGRV;de:05566:60003;Greven;7,599341;52,089829;DB Station und Service AG
8002370;EGVB;de:05966:10472;Lennestadt-Grevenbrück;8,017977;51,141781;DB Station und Service AG
8002373;RGSS;de:08337:6569;Grießen(Baden);8,396003;47,628432;DB Station und Service AG
8002374;FGRF;de:06634:204063;Edermünde-Grifte;9,448855;51,209958;DB Station und Service AG
8002377;MGRZ;de:09179:6100;Gröbenzell;11,374107;48,194919;DB Station und Service AG
8002378;MGNB;de:09778:3364;Bad Grönenbach;10,253715;47,882468;DB Station und Service AG
8002380;RGM;de:08125:9200;Grombach;8,996902;49,226145;DB Station und Service AG
8002382;FGRN;de:06440:2440;Bad Vilbel-Gronau;8,783203;50,191529;DB Station und Service AG
8002383;MGDF;de:09184:2130;Gronsdorf;11,698619;48,118401;DB Station und Service AG
8002386;FDG;de:06433:4801;Groß Gerau-Dornberg;8,494709;49,912279;DB Station und Service AG
8002388;FGKA;de:06440:4401;Groß Karben;8,753528;50,23184;DB Station und Service AG
8002389;KFKO;de:05362:82101;Frechen-Königsdorf;6,777846;50,936501;DB Station und Service AG
8002391;FGRO;de:06431:990;Groß Rohrheim;8,476857;49,714066;DB Station und Service AG
8002393;FGRU;de:06432:11218;Groß-Umstadt Mitte;8,924171;49,865213;DB Station und Service AG
8002399;NGRS;de:09272:80738;Großarmschlag;13,375921;48,885723;DB Station und Service AG
8002400;FGAU;de:06435:11209;Großauheim(Kr Hanau);8,943902;50,107054;DB Station und Service AG
8002402;KGBU;de:05366:72901;Euskirchen-Großbüllesheim;6,816188;50,686747;DB Station und Service AG
8002403;HGBW;de:03241:6491;Großburgwedel;9,858535;52,50682;DB Station und Service AG
8002405;HGDN;de:03254:21761;Groß Düngen;10,020077;52,09773;DB Station und Service AG
8002409;FGRB;de:06531:11175;Großen Buseck;8,782999;50,60574;DB Station und Service AG
8002410;FGL;de:06531:11130;Großen Linden;8,661998;50,527851;DB Station und Service AG
8002411;AGRO;de:01055:32869;Großenbrode;11,080779;54,36631;DB Station und Service AG
8002412;HGRK;de:03458:32907;Großenkneten;8,241136;52,945057;DB Station und Service AG
8002413;FGLR;de:06631:11195;Großenlüder;9,550001;50,592936;DB Station und Service AG
8002416;NGRG;de:09572:6490;Großgeschaidt;11,172204;49,565031;DB Station und Service AG
8002420;MGHD;de:09184:2280;Großhelfendorf;11,78126;47,94606;DB Station und Service AG
8002422;MGOI;de:09184:2500;Großhesselohe Isartalbf;11,530945;48,071068;DB Station und Service AG
8002424;MGK;de:09187:79026;Großkarolinenfeld;12,084824;47,888827;DB Station und Service AG
8002425;FGK;de:06435:8617;Großkrotzenburg;8,982792;50,087726;DB Station und Service AG
8002430;RGCH;de:08226:5563;Heddesheim/Hirschberg;8,633746;49,509408;DB Station und Service AG
8002432;NGRW;de:09473:75008;Großwalbur;10,849282;50,32719;DB Station und Service AG
8002434;NGUF;de:09473:75001;Grub am Forst;11,025858;50,227523;DB Station und Service AG
8002435;MGRB;de:09175:3950;Grub(Oberbay);11,782559;48,164523;DB Station und Service AG
8002436;NGRU;de:09372:3007;Grub(Oberpf);12,681653;49,357856;DB Station und Service AG
8002439;FGRG;de:06531:11183;Grünberg(Oberhess);8,959931;50,596589;DB Station und Service AG
8002441;EGNO;de:07132:090199;Grünebach Ort;7,90235;50,777143;DB Station und Service AG
8002442;EGNH;de:07132:090160;Grünebacherhütte;7,891546;50,781656;DB Station und Service AG
8002444;RGRN;de:07332:1012;Grünstadt Nord;8,170781;49,573355;DB Station und Service AG
8002445;TGRW;de:08237:1913;Grüntal-Wittlensweiler;8,460747;48,475399;DB Station und Service AG
8002447;TGRS;de:08128:12503;Grünsfeld;9,745447;49,604933;DB Station und Service AG
8002448;TGC;de:08119:1703;Grunbach;9,420029;48,81036;DB Station und Service AG
8002452;SGB;de:10041:8002452;Güdingen;7,030805;49,197713;DB Station und Service AG
8002454;SGS;de:07111:010070;Koblenz-Güls;7,549171;50,340305;DB Station und Service AG
8002457;MGKF;de:09274:40454;Gündlkofen;12,033642;48,526159;DB Station und Service AG
8002458;MGNZ;de:09777:1235;Günzach;10,439565;47,819599;DB Station und Service AG
8002461;EGLO;de:05754:5947;Gütersloh Hbf;8,385071;51,906941;DB Station und Service AG
8002462;KGU;de:05374:48101;Gummersbach;7,56631;51,023632;DB Station und Service AG
8002465;RGDN;de:08315:6514;Gundelfingen(Breisgau);7,874185;48,044025;DB Station und Service AG
8002466;MGUF;de:09773:7350;Gundelfingen(Bay);10,377186;48,548779;DB Station und Service AG
8002467;NGD;de:09476:15504;Gundelsdorf;11,301455;50,279917;DB Station und Service AG
8002468;NGU;de:09273:374;Gundelshausen;12,003553;48,94488;DB Station und Service AG
8002470;RGUN;de:08125:4569;Gundelsheim(Neckar);9,15787;49,282933;DB Station und Service AG
8002473;FGUH;de:07331:1036;Gundersheim(Rheinhess);8,196596;49,690167;DB Station und Service AG
8002474;FGUB;de:07339:9120;Guntersblum;8,351257;49,79198;DB Station und Service AG
8002477;KGUS;de:05162:20476;Gustorf;6,570011;51,067173;DB Station und Service AG
8002478;RGTA;de:08316:6515;Gutach(Breisgau);7,988493;48,113325;DB Station und Service AG
8002480;RGTF;de:08317:18733;Gutach Freilichtmuseum;8,198572;48,271677;DB Station und Service AG
8002484;FGX;de:06634:204236;Guxhagen;9,482159;51,204322;DB Station und Service AG
8002489;RHAG;de:08336:6636;Lörrach-Haagen/Messe;7,680893;47,633233;DB Station und Service AG
8002490;KHAN;de:05158:13892;Haan;6,998018;51,18812;DB Station und Service AG
8002491;MHR;de:09184:2140;Haar;11,73115;48,111413;DB Station und Service AG
8002494;KHAC;de:07143:040011;Hachenburg;7,822895;50,664001;DB Station und Service AG
8002495;FHAD;de:06533:11020;Hadamar;8,043453;50,447188;DB Station und Service AG
8002496;AHNU;de:01058:34526;Hademarschen;9,414475;54,122809;DB Station und Service AG
8002498;FHAE;de:06432:11252;Hähnlein-Alsbach;8,606664;49,73935;DB Station und Service AG
8002499;HHAE;de:03241:9206;Hämelerwald;10,110601;52,354704;DB Station und Service AG
8002501;FHHF;de:06440:11160;Häuserhof;8,939159;50,418594;DB Station und Service AG
8002504;AHAF;de:01055:34542;Haffkrug;10,742682;54,054189;DB Station und Service AG
8002506;NHA;de:09375:182;Hagelstadt;12,214829;48,895859;DB Station und Service AG
8002507;HHGH;de:03241:9892;Hagen(Han);9,408946;52,57369;DB Station und Service AG
8002509;KGVK;de:05954:8092;Gevelsberg-Kipp;7,327172;51,31993;DB Station und Service AG
8002512;EHGI;de:05914:2432;Hagen-Heubing;7,423087;51,352318;DB Station und Service AG
8002514;EHGO;de:05914:2087;Hagen-Oberhagen;7,478792;51,351114;DB Station und Service AG
8002515;RHGB;de:07334:1725;Hagenbach;8,253223;49,01628;DB Station und Service AG
8002517;NHBH,NHBU;de:09575:14420;Hagenbüchach;10,767799;49,536347;DB Station und Service AG
8002520;NFTM;de:09574:7220;Feucht-Moosbach;11,260901;49,387913;DB Station und Service AG
8002523;NHAG;de:09472:22920;Haidenaab-Göppmannsbühl;11,820045;49,885777;DB Station und Service AG
8002524;FHGO;de:06532:11027;Haiger Obertor;8,201961;50,741208;DB Station und Service AG
8002526;FHME;de:06435:11059;Hailer-Meerholz;9,150665;50,189671;DB Station und Service AG
8002528;FHHN;de:06438:4641;Rodgau-Hainhausen;8,875611;50,04022;DB Station und Service AG
8002529;RHAI;de:08225:8446;Hainstadt(Baden);9,326884;49,543058;DB RegioNetz Infrastruktur GmbH
8002531;FHDT;de:06438:11215;Hainburg Hainstadt;8,938135;50,078113;DB Station und Service AG
8002532;FHAI;de:06435:11057;Haitz-Höchst;9,226821;50,208634;DB Station und Service AG
8002533;RHAM;de:08317:18030;Halbmeil;8,270454;48,290749;DB Station und Service AG
8002534;MHMO;de:09178:2850;Hallbergmoos;11,714334;48,309167;DB Station und Service AG
8002535;EOBG;de:05962:3517;Halver-Oberbrügge;7,574042;51,191867;DB Station und Service AG
8002536;EHAD;de:05154:35840;Haldern(Rheinl);6,455832;51,772558;DB Station und Service AG
8002537;HHAL;de:05566:29620;Halen;7,945044;52,339122;DB Station und Service AG
8002539;EHAL;de:05754:6033;Halle(Westf);8,357729;52,057295;DB Station und Service AG
8002542;NHAL;de:09471:20900;Hallstadt(b Bamberg);10,885454;49,929551;DB Station und Service AG
8002545;AHKS;de:01056:98950;Halstenbek;9,839092;53,630377;DB Station und Service AG
8002546;RHL;de:08336:6638;Haltingen;7,611683;47,612837;DB Station und Service AG
8002547;AAI;de:02000:99651;Hamburg Airport;10,006646;53,63235;DB Station und Service AG
8002548;ADF,ADST;de:02000:8002548;Hamburg Dammtor;9,989566;53,560751;DB Station und Service AG
8002549;AH;de:02000:10950;Hamburg Hbf;10,006909;53,552736;DB Station und Service AG
8002550;AHST;de:02000:84951;Hamburg Holstenstraße;9,949741;53,561762;DB Station und Service AG
8002551;AELB;de:02000:11943;Hamburg Elbbrücken;10,0245;53,5345;DB Station und Service AG
8002553;AA;de:02000:8002553;Hamburg-Altona;9,935175;53,552695;DB Station und Service AG
8002554;ABG,ABG S;de:02000:25950;Hamburg-Bergedorf;10,206171;53,489832;DB Station und Service AG
8002555;AE,AEN,AEST;de:02000:84960;Hamburg-Eidelstedt;9,907097;53,595887;DB Station und Service AG
8002556;AFIB;de:02000:8002556;Hamburg-Fischbek;9,819561;53,474731;DB Station und Service AG
8002557;ANR,ANRS;de:02000:41951;Hamburg-Neugraben;9,852048;53,474143;DB Station und Service AG
8002558;ARAL;de:02000:8002558;Hamburg-Rahlstedt;10,154396;53,604857;DB Station und Service AG
8002559;ASTL,ASTS;de:02000:84953;Hamburg-Stellingen;9,918336;53,589843;DB Station und Service AG
8002560;AWN;de:02000:8002560;Hamburg-Wandsbek;10,077224;53,569971;DB Station und Service AG
8002561;AWFS;de:02000:54951;Hamburg-Wilhelmsburg;10,007006;53,498936;DB Station und Service AG
8002565;AHAM;de:03359:8002565;Hammah;9,368728;53,612143;DB Station und Service AG
8002567;NHG;de:09672:29975;Hammelburg;9,882966;50,120041;DB Station und Service AG
8002568;NHGO;de:09672:25468;Hammelburg Ost;9,902111;50,115889;DB Station und Service AG
8002570;MHAU;de:09172:90128;Hammerau;12,946134;47,795883;DB Station und Service AG
8002571;EHK;de:05170:36619;Hamminkeln;6,601745;51,735104;DB Station und Service AG
8002572;FHN;de:06435:3704;Hanau Nord;8,925848;50,141433;DB Station und Service AG
8002573;FHW;de:06435:4502;Hanau West;8,908818;50,131949;DB Station und Service AG
8002574;FHWB;de:06435:4501;Hanau-Wilhelmsbad;8,88325;50,143872;DB Station und Service AG
8002575;AHAN;de:03353:8002575;Handeloh;9,844711;53,241693;DB Station und Service AG
8002578;NHAP;de:09574:7400;Happurg;11,468355;49,500052;DB Station und Service AG
8002580;HHBI;de:03241:1141;Hannover Bismarckstr.;9,769728;52,356456;DB Station und Service AG
8002581;HHBO;de:03241:9840;Hannover-Bornum;9,679538;52,350246;DB Station und Service AG
8002584;HKL;de:03241:3201;Hannover-Kleefeld;9,79061;52,373607;DB Station und Service AG
8002585;HLEI;de:03241:4331;Hannover-Leinhausen;9,6763;52,396853;DB Station und Service AG
8002586;HLI R;de:03241:841;Hannover-Linden/Fischerhof;9,723114;52,352636;DB Station und Service AG
8002588;SHN;de:10041:8002588;Hanweiler-Bad Rilchingen;7,049986;49,118753;DB Station und Service AG
8002589;HLGF;de:03241:4111;Hannover Flughafen;9,699105;52,458725;DB Station und Service AG
8002592;AHA;de:01054:38431;Harblek;8,962646;54,361971;DB Station und Service AG
8002593;MHRG;de:09779:7002;Harburg(Schwab);10,698455;48,778898;DB Station und Service AG
8002594;HHRD;de:03155:38437;Hardegsen;9,826032;51,65902;DB Station und Service AG
8002596;NHHF;de:09573:5020;Hardhof;10,784726;49,496925;DB Station und Service AG
8002598;HHAR;de:03454:8618;Haren(Ems);7,301428;52,785123;DB Station und Service AG
8002605;NH;de:09477:75275;Harsdorf;11,566273;50,027762;DB Station und Service AG
8002607;HHRS;de:03254:9920;Harsum;9,965697;52,206496;DB Station und Service AG
8002609;NHAR;de:09571:13470;Hartershofen;10,242238;49,416762;DB Station und Service AG
8002610;MHHS;de:09179:6240;Harthaus;11,387867;48,133502;DB Station und Service AG
8002612;NHS;de:09574:7660;Hartmannshof;11,554562;49,498858;DB Station und Service AG
8002615;HHSB;de:03459:38878;Hasbergen;7,953967;52,241697;DB Station und Service AG
8002621;RHS;de:08317:18520;Haslach;8,087975;48,28004;DB Station und Service AG
8002622;NHCH;de:09677:75209;Hasloch(Main);9,482125;49,789335;DB RegioNetz Infrastruktur GmbH
8002623;MHMR;de:09179:6520;Haspelmoor;11,098784;48,223263;DB Station und Service AG
8002625;SHSS;de:10045:8002625;Hassel(Saar);7,171309;49,263323;DB Station und Service AG
8002627;FHL;de:06532:11514;Hasselborn;8,495336;50,406593;Hessische Landesbahn Basis
8002628;AHSB,AHSF;de:02000:60950;Hamburg Hasselbrook;10,056129;53,564711;DB Station und Service AG
8002630;NHT;de:09674:27220;Haßfurt;10,509998;50,033323;DB Station und Service AG
8002632;RHLO;de:07332:1080;Haßloch(Pfalz);8,253396;49,371956;DB Station und Service AG
8002633;RHAS;de:08225:8222;Haßmersheim;9,154129;49,30403;DB Station und Service AG
8002634;HHAS;de:03257:508;Haste;9,389097;52,379656;DB Station und Service AG
8002635;FHAT;de:06439:11031;Hattenheim;8,0568;50,013663;DB Station und Service AG
8002637;FHAS;de:06436:2001;Hattersheim(Main);8,489638;50,067879;DB Station und Service AG
8002638;KHAT;de:07143:040010;Hattert;7,776343;50,676034;DB Station und Service AG
8002639;EHAT;de:05954:8435;Hattingen(Ruhr);7,169865;51,400911;DB Station und Service AG
8002640;EHTM;de:05954:8437;Hattingen(R) Mitte;7,180538;51,397198;DB Station und Service AG
8002641;HHTF;de:03156:39154;Hattorf;10,235999;51,646223;DB Station und Service AG
8002643;SHZ;de:07137:030030;Hatzenport;7,413508;50,227678;DB Station und Service AG
8002648;SHAM;de:07340:8073;Hauenstein Mitte;7,849564;49,199169;DB Station und Service AG
8002649;SHAU;de:07340:8057;Hauenstein(Pfalz);7,830006;49,201394;DB Station und Service AG
8002651;MHPH;de:09774:2932;Haupeltshofen;10,38243;48,180467;DB Station und Service AG
8002655;SHPT;de:07335:8122;Hauptstuhl;7,490949;49,401974;DB Station und Service AG
8002656;THAT;de:08437:44005;Hausen i Tal;9,027574;48,080408;DB Station und Service AG
8002664;MHNS;de:09778:2927;Hausen(Schwab);10,482517;48,101004;DB Station und Service AG
8002666;RHSN;de:08336:6637;Hausen-Raitbach;7,846041;47,67931;DB Station und Service AG
8002667;MHHM;de:09182:43217;Hausham;11,840257;47,750412;DB Station und Service AG
8002670;EHBK;de:05558:30583;Havixbeck;7,407711;51,966713;DB Station und Service AG
8002671;MHEF;de:09277:6210;Hebertsfelden;12,818533;48,416496;DB RegioNetz Infrastruktur GmbH
8002673;THCH;de:08417:32107;Hechingen;8,968775;48,359601;DB Station und Service AG
8002674;AHEN;de:03352:39456;Hechthausen;9,228071;53,638716;DB Station und Service AG
8002675;FHEH;de:06633:209646;Ahnatal-Heckershausen;9,422727;51,362991;DB RegioNetz Infrastruktur GmbH
8002677;FHED;de:03152:39486;Hedemünden;9,762144;51,392164;DB Station und Service AG
8002678;NHED;de:09574:7790;Hedersdorf;11,338705;49,569344;DB Station und Service AG
8002680;EHE P;de:05915:7120;Heessen;7,831551;51,709195;DB Station und Service AG
8002681;RHBF;de:08221:1457;Heidelberg-Weststadt/Südstadt;8,688749;49,398324;DB Station und Service AG
8002682;EHEG;de:05966:10495;Heggen;7,963238;51,153517;DB Station und Service AG
8002683;RHGN;de:08335:6553;Hegne;9,099572;47,706037;DB Station und Service AG
8002684;RHBO;de:08221:1284;Heidelberg Orthopädie;8,774913;49,409995;DB Station und Service AG
8002685;RHKA;de:08221:1166;Heidelberg-Altstadt;8,720887;49,415237;DB Station und Service AG
8002686;RHKM;de:08221:1203;Heidelberg-Kirchheim/Rohrbach;8,675383;49,379389;DB Station und Service AG
8002687;RHBP;de:08221:1454;Heidelberg-Pfaffengrund/Wieblingen;8,64157;49,411929;DB Station und Service AG
8002688;RHI;de:08215:1834;Heidelsheim;8,649483;49,10161;Albtal-Verkehrs-Gesellschaft mbH
8002689;THD;de:08135:600;Heidenheim;10,156642;48,68017;DB Station und Service AG
8002690;THDM;de:08135:620;Heidenheim-Mergelstetten;10,160976;48,653279;DB Station und Service AG
8002691;THDS;de:08135:630;Heidenheim-Schnaitheim;10,15876;48,708281;DB Station und Service AG
8002692;FHEI;de:07339:8193;Heidesheim(Rheinhess);8,111318;49,997023;DB Station und Service AG
8002694;HHEI;de:03401:39918;Heidkrug;8,680195;53,057093;DB Station und Service AG
8002695;HHDM;de:03455:82392;Schortens-Heidmühle;7,946367;53,542158;DB Station und Service AG
8002696;NHEI;de:09671:51712;Heigenbrücken;9,380805;50,02286;DB Station und Service AG
8002699;THST;de:08121:75;Heilbronn Sülmertor;9,220598;49,151601;DB Station und Service AG
8002700;TTPS;de:08121:8170;Heilbronn Trappensee;9,25257;49,140282;DB Station und Service AG
8002703;MHEI;de:09171:10006;Heiligenstatt(Obb);12,609585;48,213359;DB RegioNetz Infrastruktur GmbH
8002704;RHN;de:07338:3393;Heiligenstein(Pfalz);8,393726;49,28566;DB Station und Service AG
8002705;NHE;de:09571:12650;Heilsbronn;10,791053;49,34595;DB Station und Service AG
8002707;SHB;de:07134:35410;Heimbach(Nahe);7,231047;49,617676;DB Station und Service AG
8002710;MHMK;de:09776:1515;Heimenkirch;9,9021;47,628909;DB Station und Service AG
8002711;KHEH;de:07131:080058;Heimersheim;7,174409;50,54745;DB Station und Service AG
8002715;MHEM;de:09184:2120;Heimstetten;11,759659;48,158755;DB Station und Service AG
8002716;FHEB;de:06632:202024;Heinebach;9,664423;51,045739;DB Station und Service AG
8002718;KHEBR;de:05370:3594;Heinsberg-Randerath;6,182449;51,016244;Rurtalbahn GmbH
8002719;KHEBH;de:05370:3532;Heinsberg-Horst;6,182303;51,028841;Rurtalbahn GmbH
8002720;KHEBP;de:05370:3588;Heinsberg-Porselen;6,174482;51,040615;Rurtalbahn GmbH
8002721;KHEB;de:05370:3512;Heinsberg(Rheinl);6,098881;51,065037;Rurtalbahn GmbH
8002722;TH  T;de:08121:31002;Heilbronn Theater;9,22215;49,146273;Albtal-Verkehrs-Gesellschaft mbH
8002723;THSTI;de:08121:31003;Heilbronn Industrieplatz;9,217886;49,155321;Albtal-Verkehrs-Gesellschaft mbH
8002724;SHZH;de:07336:8032;Heinzenhausen;7,606902;49,625703;DB Station und Service AG
8002725;KHEBK;de:05370:3504;Heinsberg Kreishaus;6,10894;51,061774;Rurtalbahn GmbH
8002726;TNSK;de:08121:31501;Heilbronn Kaufland;9,224687;49,170076;Albtal-Verkehrs-Gesellschaft mbH
8002727;RHE;de:08315:6665;Heitersheim;7,646194;47,879859;DB Station und Service AG
8002733;NHB;de:09475:9052;Helmbrechts;11,724351;50,2338;DB Station und Service AG
8002734;RHSM;de:08215:1835;Helmsheim;8,651336;49,08575;Albtal-Verkehrs-Gesellschaft mbH
8002737;EHEP;de:05766:3896;Helpup;8,714725;51,97738;DB Station und Service AG
8002745;EHMD;de:05978:11000;Hemmerde;7,803364;51,553942;DB Station und Service AG
8002746;SHEM;de:10044:8002746;Hemmersdorf(Saar);6,614569;49,353998;DB Station und Service AG
8002748;RHCH;de:08226:1471;Hemsbach;8,648722;49,590869;DB Station und Service AG
8002751;NHD;de:09574:7450;Henfenfeld;11,38655;49,501412;DB Station und Service AG
8002753;KHEN;de:05382:57101;Hennef(Sieg);7,284592;50,773332;DB Station und Service AG
8002754;EHNE;de:05962:6023;Hennen;7,646847;51,437155;DB Station und Service AG
8002757;FHP;de:06431:1502;Heppenheim(Bergstr);8,633379;49,641553;DB Station und Service AG
8002760;THTO;de:08437:41003;Herbertingen Ort;9,433397;48,05357;DB Station und Service AG
8002761;MHEH;de:09772:4350;Herbertshofen;10,848027;48,529528;DB Station und Service AG
8002762;RHRB;ch:23017:27057;Herblingen;8,664127;47,717003;Schweizerischen Bundesbahnen
8002763;RHZ;de:08316:6562;Herbolzheim(Breisg);7,767638;48,223866;DB Station und Service AG
8002764;THZ;de:08125:1905;Herbolzheim(Jagst);9,259824;49,281494;DB Station und Service AG
8002766;THC;de:08135:1339;Herbrechtingen;10,170334;48,625634;DB Station und Service AG
8002768;KHEC;de:05382:59701;Herchen;7,521349;50,771269;DB Station und Service AG
8002769;EHCK;de:05954:2269;Herdecke;7,432619;51,404806;DB Station und Service AG
8002770;EHF;de:07132:090004;Herdorf;7,953074;50,778301;DB Station und Service AG
8002773;FHER;de:06432:11261;Hergershausen;8,916575;49,936802;DB Station und Service AG
8002775;KHES;de:05382:57305;Hennef im Siegbogen;7,313288;50,773156;DB Station und Service AG
8002776;THMA;de:08135:1394;Hermaringen;10,258331;48,594584;DB Station und Service AG
8002779;EHBO;de:05916:7500;Herne-Börnig;7,26835;51,554789;DB Station und Service AG
8002782;NHER;de:09572:6500;Heroldsberg;11,1499214;49,5286137;DB Station und Service AG
8002783;NHEN;de:09572:6510;Heroldsberg Nord;11,146804;49,544582;DB Station und Service AG
8002784;KHER;de:05116:23559;Herrath;6,367399;51,104316;DB Station und Service AG
8002785;THE,THE Z;de:08115:4512;Herrenberg;8,862662;48,593991;DB Station und Service AG
8002786;TZWE;de:08115:7202;Herrenberg Zwerchweg;8,867661;48,584969;Zweckverband ÖPNV im Ammertal
8002789;THL;de:08425:2728;Herrlingen;9,89773;48,417731;DB Station und Service AG
8002792;MHI;de:09188:5410;Herrsching;11,170571;47,998849;DB Station und Service AG
8002793;NHL;de:09574:7100;Hersbruck(l Pegnitz);11,435143;49,500462;DB Station und Service AG
8002794;NHR;de:09574:7150;Hersbruck(r Pegnitz);11,423826;49,510073;DB Station und Service AG
8002797;RHRT;de:08336:6606;Herten(Baden);7,739663;47,549507;DB Station und Service AG
8002798;RHXB;de:07332:1553;Herxheim am Berg;8,190044;49,509491;DB Station und Service AG
8002800;HHBS;de:03156:41718;Herzberg Schloß;10,332804;51,654495;DB Station und Service AG
8002801;EHEZ;de:05754:6102;Herzebrock;8,236268;51,880225;DB Station und Service AG
8002802;FHZN;de:06635:205986;Vöhl-Herzhausen;8,884998;51,181224;DB RegioNetz Infrastruktur GmbH
8002804;KMKW;de:05334:3764;Herzogenrath-Alt-Merkstein;6,100999;50,885434;EVS EUREGIO-Verkehrsschienennetz GmbH
8002806;KHEZ;de:05334:3690;Herzogenrath;6,094486;50,870916;DB Station und Service AG
8002808;RHBA;de:08237:1403;Heselbach;8,398967;48,536689;Albtal-Verkehrs-Gesellschaft mbH
8002810;EHLN;de:05754:9037;Hesseln;8,311956;52,068397;DB Station und Service AG
8002812;HHSO;de:03252:2010;Hessisch Oldendorf;9,243614;52,166873;DB Station und Service AG
8002813;FHET;de:06437:11231;Höchst Hetschbach;8,983195;49,807596;DB Station und Service AG
8002814;FHH;de:06631:11070;Hettenhausen;9,814657;50,448397;DB Station und Service AG
8002815;FHZ;de:06437:11224;Beerfelden Hetzbach;8,992856;49,594899;DB Station und Service AG
8002816;KMK;de:05334:3768;Herzogenrath-August-Schmidt-Platz;6,119504;50,886962;EVS EUREGIO-Verkehrsschienennetz GmbH
8002817;SHR;de:07231:40283;Hetzerath;6,798385;49,878134;DB Station und Service AG
8002820;MHEU;de:09187:90021;Heufeld;11,96738;47,871195;DB Station und Service AG
8002821;MHFM;de:09187:90002;Heufeldmühle;11,934356;47,877551;DB Station und Service AG
8002822;FHEU;de:06438:4694;Heusenstamm;8,802202;50,060069;DB Station und Service AG
8002824;HHIS;de:05758:1538;Hiddenhausen-Schweicheln;8,668239;52,15844;DB Station und Service AG
8002826;EHIB;de:05970:10508;Hilchenbach;8,107146;50,99226;DB Station und Service AG
8002827;NHGN;de:09475:80743;Hildbrandsgrün;11,728323;50,210375;DB Station und Service AG
8002828;KHIS;de:05158:19723;Hilden Süd;6,937366;51,163682;DB Station und Service AG
8002830;HHIO;de:03254:21061;Hildesheim Ost;9,963169;52,146551;DB Station und Service AG
8002835;EHIL;de:05970:10511;Hillnhütten;8,071317;50,972778;DB Station und Service AG
8002837;RHLT;de:08216:34766;Hilpertsau;8,348683;48,739895;Albtal-Verkehrs-Gesellschaft mbH
8002838;NHP;de:09576:8250;Hilpoltstein;11,184146;49,188773;DB Station und Service AG
8002839;HHIL;de:03459:42460;Hilter;8,152301;52,135256;Verkehrsgesellschaft Landkreis Osnabrück GmbH
8002841;EHIT;de:05515:47228;Münster-Hiltrup;7,654281;51,904755;DB Station und Service AG
8002843;AHPF;de:03359:8002843;Himmelpforten;9,310465;53,623301;DB Station und Service AG
8002844;RHIM;de:08315:6516;Himmelreich;7,991356;47,958616;DB Station und Service AG
8002845;NHIS;de:09677:75201;Himmelstadt;9,808214;49,923438;DB Station und Service AG
8002847;SHWP;de:07340:8058;Hinterweidenthal;7,747673;49,201538;DB Station und Service AG
8002848;RHIZ;de:08315:6542;Hinterzarten;8,106033;47,906278;DB Station und Service AG
8002850;MHRS;de:09187:90049;Hinrichssegen;11,950658;47,874416;DB Station und Service AG
8002852;THI;de:08235:9020;Hirsau;8,73679;48,734059;DB Station und Service AG
8002853;NHI;de:09471:20700;Hirschaid;10,9914458;49,8192614;DB Station und Service AG
8002856;MHFN;de:09774:2937;Hirschfelden;10,3622937;48,2898021;DB Station und Service AG
8002857;RHO;de:06431:1590;Hirschhorn(Neckar);8,896055;49,442668;DB Station und Service AG
8002858;SHIH;de:07335:8024;Hirschhorn(Pfalz);7,681008;49,515588;DB Station und Service AG
8002861;KHIR;de:07140:060080;Boppard-Hirzenach;7,648436;50,175075;DB Station und Service AG
8002864;AHIF;de:03353:8002864;Hittfeld;9,974525;53,403712;DB Station und Service AG
8002865;AHZ;de:03354:42663;Hitzacker;11,038199;53,139158;DB Station und Service AG
8002868;KHO;de:05158:19029;Hochdahl;6,944419;51,218832;DB Station und Service AG
8002869;KHOM;de:05158:19720;Hochdahl-Millrath;6,966684;51,216501;DB Station und Service AG
8002871;THO;de:08128:13001;Hochhausen(Tauber);9,633235;49,663812;DB RegioNetz Infrastruktur GmbH
8002872;FHM;de:06436:6998;Hochheim(Main);8,350398;50,004253;DB Station und Service AG
8002873;AHPS;de:02000:80957;Hamburg Hochkamp;9,842076;53,56137;DB Station und Service AG
8002875;SHY;de:07335:9117;Hochspeyer;7,904244;49,443993;DB Station und Service AG
